song_name,artist_name,genre,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
O Dromos Sou Eisai Esy,Alkinoos Ioannidis,Neroponti,0.408,0.209,-14.381,0.0368,0.72,0.00245,0.108,0.0461,123.197
Patrida,Alkinoos Ioannidis,Neroponti,0.538,0.381,-12.341,0.177,0.529,0.000182,0.299,0.337,89.959
Mi Me Kleidoneis,Alkinoos Ioannidis,Neroponti,0.644,0.206,-10.486,0.0336,0.727,0.000199,0.15,0.148,119.595
Mia Nychta,Alkinoos Ioannidis,Neroponti,0.702,0.271,-11.396,0.0602,0.494,0.000204,0.0932,0.135,127.786
Apopse,Alkinoos Ioannidis,Neroponti,0.337,0.37,-10.246,0.0319,0.517,1.03e-05,0.123,0.198,126.445
Itan Anagki?,Alkinoos Ioannidis,Neroponti,0.863,0.535,-9.365,0.0372,0.343,0.0,0.117,0.806,108.061
Paidi,Alkinoos Ioannidis,Neroponti,0.465,0.161,-13.649,0.0301,0.891,5.24e-05,0.0869,0.0716,153.831
Perasma,Alkinoos Ioannidis,Neroponti,0.453,0.166,-12.707,0.0295,0.871,0.00372,0.0892,0.147,89.898
Epitychia!,Alkinoos Ioannidis,Neroponti,0.272,0.271,-10.332,0.029,0.928,0.0,0.124,0.327,84.649
Ela Konta,Alkinoos Ioannidis,Neroponti,0.83,0.722,-7.408,0.0389,0.409,2.21e-05,0.123,0.841,114.007
Eis Mnimin,Alkinoos Ioannidis,Neroponti,0.224,0.135,-14.232,0.0446,0.93,0.00158,0.212,0.141,173.331
Spora,Alkinoos Ioannidis,Neroponti,0.303,0.23,-11.279,0.0283,0.814,0.000117,0.177,0.171,92.176
Eipa Na Ziso,Alkinoos Ioannidis,Neroponti,0.599,0.558,-9.26,0.0317,0.402,0.00544,0.0929,0.43,111.981
San Michalis,Alkinoos Ioannidis,Neroponti,0.284,0.375,-15.999,0.0587,0.859,0.652,0.125,0.0968,94.733
Avrio,Alkinoos Ioannidis,Neroponti,0.427,0.0887,-15.14,0.0373,0.937,6.34e-05,0.114,0.207,79.798
Pes Mou,Alkinoos Ioannidis,Ektos Topou Kai Chronou,0.582,0.818,-6.363,0.117,0.265,0.00159,0.959,0.47,108.282
Synantisi,Alkinoos Ioannidis,Ektos Topou Kai Chronou,0.372,0.332,-11.823,0.0438,0.754,5.29e-06,0.864,0.158,131.187
Aretousa,Alkinoos Ioannidis,Ektos Topou Kai Chronou,0.537,0.491,-9.134,0.0388,0.266,0.0,0.535,0.247,122.853
Ypogeio,Alkinoos Ioannidis,Ektos Topou Kai Chronou,0.542,0.653,-9.256,0.155,0.373,7.54e-06,0.652,0.237,104.851
Tou Erota Simadi,Alkinoos Ioannidis,Ektos Topou Kai Chronou,0.425,0.531,-9.702,0.0586,0.291,6.07e-05,0.968,0.312,141.392
Yperastiko,Alkinoos Ioannidis,Ektos Topou Kai Chronou,0.371,0.309,-12.53,0.0332,0.853,0.000308,0.97,0.296,156.496
Kokkin' Acheili,Alkinoos Ioannidis,Ektos Topou Kai Chronou,0.355,0.45,-8.45,0.0411,0.548,0.0,0.903,0.51,138.291
Sevach O Thalassinos,Alkinoos Ioannidis,Ektos Topou Kai Chronou,0.399,0.83,-5.525,0.0779,0.333,0.0,0.596,0.317,104.039
Kemal,Alkinoos Ioannidis,Ektos Topou Kai Chronou,0.407,0.237,-13.465,0.0498,0.822,3.02e-06,0.718,0.328,138.048
Ektos Topou Kai Chronou,Alkinoos Ioannidis,Ektos Topou Kai Chronou,0.366,0.38,-10.035,0.031,0.662,0.0,0.597,0.185,145.041
Come Together,Alkinoos Ioannidis,Ektos Topou Kai Chronou,0.4,0.632,-8.953,0.059,0.0344,0.0222,0.355,0.0694,105.381
Kagkela Pantou,Alkinoos Ioannidis,Ektos Topou Kai Chronou,0.551,0.452,-9.227,0.128,0.209,0.0,0.683,0.408,77.385
Gia Tin Kypro,Alkinoos Ioannidis,Ektos Topou Kai Chronou,0.683,0.912,-4.535,0.0599,0.0816,5.15e-06,0.718,0.572,127.802
Zilevei I Nychta,Alkinoos Ioannidis,Ektos Topou Kai Chronou,0.474,0.747,-8.766,0.0814,0.0352,0.00149,0.981,0.497,170.278
Aorato Dichty,Alkinoos Ioannidis,Opos Mystika Kai Isycha...,0.604,0.204,-15.83,0.0338,0.663,9.03e-05,0.12,0.249,112.152
O Ntopios,Alkinoos Ioannidis,Opos Mystika Kai Isycha...,0.71,0.285,-14.657,0.0413,0.204,2.56e-06,0.0866,0.525,122.072
Den Boro,Alkinoos Ioannidis,Opos Mystika Kai Isycha...,0.578,0.287,-11.614,0.0274,0.665,0.0,0.182,0.172,108.153
Rixe Floga,Alkinoos Ioannidis,Opos Mystika Kai Isycha...,0.608,0.35,-10.798,0.0342,0.52,1.39e-05,0.158,0.571,117.818
Irthe Enas Magos,Alkinoos Ioannidis,Opos Mystika Kai Isycha...,0.618,0.252,-17.385,0.0413,0.555,0.0472,0.193,0.287,136.057
Vosporos,Alkinoos Ioannidis,Opos Mystika Kai Isycha...,0.43,0.297,-11.107,0.0415,0.755,0.0,0.0908,0.307,97.382
Tis Kyriakis Ta Oneira,Alkinoos Ioannidis,Opos Mystika Kai Isycha...,0.645,0.399,-11.637,0.0315,0.431,0.0,0.0714,0.701,112.084
Ilios Tou Alonari,Alkinoos Ioannidis,Opos Mystika Kai Isycha...,0.513,0.309,-12.931,0.0614,0.267,0.0,0.192,0.408,132.142
Perasa Chthes,Alkinoos Ioannidis,Opos Mystika Kai Isycha...,0.514,0.305,-12.398,0.0283,0.299,1.51e-05,0.342,0.106,107.311
Fysaei Theos,Alkinoos Ioannidis,Opos Mystika Kai Isycha...,0.551,0.192,-13.961,0.0301,0.709,0.0518,0.11,0.0386,107.901
Mystika Kai Isycha,Alkinoos Ioannidis,Opos Mystika Kai Isycha...,0.368,0.136,-18.671,0.043,0.838,0.000652,0.114,0.103,107.079
Zinonos,Alkinoos Ioannidis,Stin Agora Tou Kosmou,0.582,0.245,-13.334,0.0389,0.657,0.0,0.0577,0.209,109.937
Stin Agora Tou Al Chalili,Alkinoos Ioannidis,Stin Agora Tou Kosmou,0.713,0.349,-13.359,0.0379,0.81,1.63e-06,0.294,0.73,107.977
To Oneiro,Alkinoos Ioannidis,Stin Agora Tou Kosmou,0.559,0.364,-13.395,0.0363,0.82,0.000408,0.13,0.0839,128.053
Pothoi Adiexodoi,Alkinoos Ioannidis,Stin Agora Tou Kosmou,0.722,0.257,-14.926,0.0357,0.785,1.83e-05,0.199,0.272,111.965
Kathos Perna I Ora,Alkinoos Ioannidis,Stin Agora Tou Kosmou,0.307,0.154,-16.68,0.0495,0.861,1.94e-06,0.15,0.375,99.872
Dyskoloi Kairoi,Alkinoos Ioannidis,Stin Agora Tou Kosmou,0.734,0.296,-15.34,0.0344,0.338,0.0,0.0845,0.428,105.066
Ta Filia Mou Tha Sta 'dina,Alkinoos Ioannidis,Stin Agora Tou Kosmou,0.4,0.362,-14.775,0.0729,0.845,2.4e-05,0.105,0.233,83.113
I Balanta Tou Misthoforou,Alkinoos Ioannidis,Stin Agora Tou Kosmou,0.652,0.357,-15.143,0.031,0.762,0.000156,0.0634,0.326,135.07
Ochi Min Klais,Alkinoos Ioannidis,Stin Agora Tou Kosmou,0.43,0.201,-15.055,0.0312,0.572,0.000794,0.124,0.345,84.372
To Kouti Tis Pandoras,Alkinoos Ioannidis,Stin Agora Tou Kosmou,0.642,0.448,-12.613,0.0407,0.23,0.000939,0.0935,0.222,99.932
Defte Teleftaies Eispnoes,Alkinoos Ioannidis,Stin Agora Tou Kosmou,0.504,0.256,-14.217,0.0437,0.701,0.0,0.206,0.339,115.104
Paraklisi,Alkinoos Ioannidis,Anemodeiktis,0.391,0.211,-17.585,0.0553,0.809,4.28e-05,0.184,0.0771,91.978
Me Tosa Psemata,Alkinoos Ioannidis,Anemodeiktis,0.722,0.3,-15.323,0.047,0.214,9.9e-06,0.0712,0.628,136.715
Stin Agora Tou Kosmou,Alkinoos Ioannidis,Anemodeiktis,0.567,0.179,-16.298,0.0388,0.848,0.000268,0.118,0.185,123.217
Tha 'mai Konta Sou - Otan Me Thes,Alkinoos Ioannidis,Anemodeiktis,0.606,0.298,-16.072,0.0431,0.781,0.00011,0.0927,0.343,149.036
Kosmos Paei Ki Erchetai,Alkinoos Ioannidis,Anemodeiktis,0.459,0.214,-16.155,0.0326,0.469,0.00382,0.0977,0.0506,149.913
Oneiro Itane,Alkinoos Ioannidis,Anemodeiktis,0.585,0.287,-14.372,0.0371,0.739,2.99e-06,0.103,0.185,120.153
Adiexodo,Alkinoos Ioannidis,Anemodeiktis,0.48,0.37,-13.089,0.079,0.545,6.57e-05,0.0551,0.278,121.181
Spasmeno,Alkinoos Ioannidis,Anemodeiktis,0.741,0.344,-17.323,0.0694,0.493,0.846,0.118,0.319,100.113
Taxidi,Alkinoos Ioannidis,Anemodeiktis,0.266,0.0744,-17.428,0.0562,0.903,2e-06,0.1,0.388,61.441
Requiem,Alkinoos Ioannidis,Anemodeiktis,0.644,0.419,-13.341,0.0457,0.105,8.52e-06,0.182,0.562,134.907
Mikro Mou Tragoudaki,Alkinoos Ioannidis,Anemodeiktis,0.319,0.14,-21.849,0.0434,0.834,0.032,0.138,0.168,182.294
O Proskynitis,Alkinoos Ioannidis,Oi Peripeteies Enos Proskyniti,0.456,0.366,-7.259,0.0303,0.7,0.0,0.101,0.161,145.688
Apogevma Sto Dentro,Alkinoos Ioannidis,Oi Peripeteies Enos Proskyniti,0.451,0.319,-9.291,0.0313,0.368,0.0,0.168,0.622,185.919
To Adeio Parathyro,Alkinoos Ioannidis,Oi Peripeteies Enos Proskyniti,0.519,0.535,-6.637,0.0387,0.151,1.74e-06,0.0832,0.5,99.54
"O,ti Den Einai Pia Edo",Alkinoos Ioannidis,Oi Peripeteies Enos Proskyniti,0.533,0.418,-10.896,0.0319,0.364,4.05e-05,0.106,0.188,132.025
Giati Den Erchesai Pote - Otan Se Thelo,Alkinoos Ioannidis,Oi Peripeteies Enos Proskyniti,0.461,0.404,-7.099,0.0528,0.198,1.77e-06,0.0786,0.292,108.096
Den Einai Fos,Alkinoos Ioannidis,Oi Peripeteies Enos Proskyniti,0.382,0.0637,-15.286,0.0611,0.957,0.00012,0.0963,0.114,174.446
Ela Na Zisoume Xana,Alkinoos Ioannidis,Oi Peripeteies Enos Proskyniti,0.429,0.299,-8.892,0.0358,0.693,4.78e-05,0.119,0.109,99.61
Mesa Ston Idio Ourano,Alkinoos Ioannidis,Oi Peripeteies Enos Proskyniti,0.726,0.713,-7.063,0.0309,0.124,0.00347,0.0415,0.499,119.89
O Kosmos Pou Allazei,Alkinoos Ioannidis,Oi Peripeteies Enos Proskyniti,0.648,0.543,-6.335,0.0301,0.124,9.65e-05,0.455,0.336,110.798
Mikri Ptitiki Theologia,Alkinoos Ioannidis,Oi Peripeteies Enos Proskyniti,0.772,0.553,-7.567,0.058,0.225,2.44e-05,0.0901,0.67,105.072
Ta Vradia Pou Xechnas,Alkinoos Ioannidis,Oi Peripeteies Enos Proskyniti,0.648,0.308,-8.066,0.0338,0.644,0.00096,0.158,0.61,129.381
Gyrismos,Alkinoos Ioannidis,Oi Peripeteies Enos Proskyniti,0.552,0.0962,-14.352,0.0341,0.937,0.238,0.0837,0.166,113.234
O Flegomenos Podilatis,Alkinoos Ioannidis,Oi Peripeteies Enos Proskyniti,0.201,0.17,-12.04,0.0358,0.888,0.429,0.28,0.124,84.919
Sy Mou Haraxes Poreia,Eleni Tsaligopoulou,I Eleni Tsaligopoulou Sti Lyra,0.444,0.373,-6.713,0.0297,0.393,0.0,0.0584,0.266,106.47
"Ego Kai Si Mazi - Apo to ""I Istoria ton Pehnidion""",Various Artists,Disney's Greatest Hits (Ta Tragoudia Tis Disney Sta Ellinika),0.685,0.329,-13.092,0.0356,0.852,0.0,0.218,0.505,115.094
Mesanychta Savvatou,Alkinoos Ioannidis,Anemodeiktis,0.307,0.231,-17.764,0.0465,0.589,0.00253,0.111,0.135,86.456
Oi Trovadouroi,Alkis Alkaios,Oi Trovadouroi Tis Kardias Mou,0.501,0.444,-10.821,0.0332,0.697,2.05e-05,0.331,0.276,93.137
Plateia Asomaton,Alkis Alkaios,Oi Trovadouroi Tis Kardias Mou,0.643,0.695,-8.51,0.0264,0.148,0.000316,0.0851,0.697,135.856
Ta Enydria Tou Erota,Alkis Alkaios,Oi Trovadouroi Tis Kardias Mou,0.506,0.399,-12.781,0.0327,0.562,0.00057,0.073,0.225,153.957
Kati Perimeno,Alkis Alkaios,Oi Trovadouroi Tis Kardias Mou,0.836,0.728,-10.58,0.0313,0.478,0.00385,0.209,0.963,109.031
Enaeria Trena,Alkis Alkaios,Oi Trovadouroi Tis Kardias Mou,0.686,0.265,-12.724,0.0378,0.408,0.0095,0.18,0.185,144.037
Ntomino,Alkis Alkaios,Oi Trovadouroi Tis Kardias Mou,0.773,0.492,-9.994,0.0438,0.271,0.00427,0.18,0.717,119.909
To Taxi,Alkis Alkaios,Oi Trovadouroi Tis Kardias Mou,0.637,0.387,-11.824,0.0298,0.83,3.9e-06,0.173,0.216,136.04
Mi Me Fovasai - Vradia Mpaletou,Alkis Alkaios,Oi Trovadouroi Tis Kardias Mou,0.534,0.129,-13.903,0.0295,0.966,1.76e-05,0.124,0.158,92.89
Echemytheia,Alkis Alkaios,Oi Trovadouroi Tis Kardias Mou,0.658,0.203,-13.23,0.0381,0.844,0.000568,0.0831,0.414,82.065
Nostos,Alkis Alkaios,Oi Trovadouroi Tis Kardias Mou,0.594,0.334,-14.853,0.0362,0.665,0.0233,0.119,0.351,77.014
Pio Pera Apo Ta Matia - To Parko Tis Zyrichis,Alkis Alkaios,Oi Trovadouroi Tis Kardias Mou,0.513,0.365,-12.271,0.0296,0.673,6.5e-05,0.11,0.247,80.048
Eleftheri Ptosi,Alkis Alkaios,Oi Trovadouroi Tis Kardias Mou,0.583,0.504,-9.267,0.0365,0.458,4.4e-06,0.131,0.477,130.001
To Filtro,Alkis Alkaios,Oi Trovadouroi Tis Kardias Mou,0.71,0.484,-11.548,0.0381,0.476,1.84e-05,0.242,0.818,123.934
Dervisis,Alkistis Protopsalti,Anthropon Erga,0.419,0.52,-9.082,0.0513,0.163,0.0,0.103,0.0694,129.458
Anthropon Erga,Alkistis Protopsalti,Anthropon Erga,0.483,0.301,-14.799,0.0526,0.781,0.0,0.112,0.243,118.249
Kastro,Alkistis Protopsalti,Anthropon Erga,0.435,0.282,-12.211,0.0335,0.591,3.2e-05,0.0895,0.234,105.803
Ta Laika,Alkistis Protopsalti,Anthropon Erga,0.535,0.593,-8.907,0.0574,0.395,0.0,0.12,0.573,99.818
Yperokeanio,Alkistis Protopsalti,Anthropon Erga,0.352,0.284,-12.551,0.0468,0.6,0.0,0.108,0.0661,124.231
Gatos,Alkistis Protopsalti,Anthropon Erga,0.549,0.335,-12.922,0.0495,0.145,0.0,0.0789,0.248,106.791
Ta 2 Palta,Alkistis Protopsalti,Anthropon Erga,0.75,0.524,-11.594,0.191,0.251,0.0,0.275,0.155,111.969
I Douleia,Alkistis Protopsalti,Anthropon Erga,0.397,0.325,-10.889,0.0364,0.545,1.94e-06,0.127,0.115,130.566
To Sidero,Alkistis Protopsalti,Anthropon Erga,0.439,0.365,-11.365,0.0422,0.555,0.0,0.167,0.245,120.718
Vrachos,Alkistis Protopsalti,Anthropon Erga,0.602,0.547,-9.389,0.0578,0.278,0.0,0.409,0.597,136.983
Arachni,Alkistis Protopsalti,Anthropon Erga,0.367,0.48,-10.551,0.0619,0.235,0.0,0.107,0.318,145.732
Na 'Maste Mazi,Apostolos Rizos,Enas Kiknos Klei,0.692,0.676,-10.972,0.0412,0.0572,1.71e-06,0.165,0.321,109.848
Enas Kiknos Klei,Apostolos Rizos,Enas Kiknos Klei,0.646,0.526,-9.984,0.03,0.0975,0.0116,0.148,0.359,126.783
Ti Na Thimitho,Apostolos Rizos,Enas Kiknos Klei,0.63,0.268,-13.373,0.0299,0.896,5.1e-06,0.115,0.415,103.929
Alla Topia,Apostolos Rizos,Enas Kiknos Klei,0.68,0.419,-8.915,0.0321,0.468,0.0,0.0401,0.13,121.839
Ekini Ti Mera,Apostolos Rizos,Enas Kiknos Klei,0.694,0.517,-10.296,0.0266,0.459,3.1e-06,0.0972,0.284,117.868
I Thisavri Ton Skoupidion,Apostolos Rizos,Enas Kiknos Klei,0.641,0.816,-7.205,0.0309,0.0572,0.000205,0.0267,0.686,92.958
Otan Sigovrehi Ise Edo,Apostolos Rizos,Enas Kiknos Klei,0.723,0.528,-9.809,0.0304,0.0578,1.41e-06,0.302,0.693,117.88
Petalouda,Apostolos Rizos,Enas Kiknos Klei,0.401,0.475,-10.771,0.0512,0.284,0.0,0.122,0.285,115.576
Orini Grammi,Apostolos Rizos,Enas Kiknos Klei,0.768,0.257,-11.164,0.041,0.0144,3.55e-05,0.0713,0.443,104.006
Glop,Apostolos Rizos,Enas Kiknos Klei,0.617,0.45,-11.142,0.0445,0.719,3.52e-06,0.105,0.544,74.955
Daskalos,Apostolos Rizos,Enas Kiknos Klei,0.447,0.643,-10.089,0.0472,0.409,0.000508,0.0722,0.584,172.033
Ta Dika Mou Onira,Apostolos Rizos,Enas Kiknos Klei,0.292,0.329,-11.176,0.0327,0.635,9.11e-05,0.113,0.0924,108.764
To Fos Tou Savvatovradou,Apostolos Rizos,Fisalida,0.715,0.341,-8.953,0.0302,0.731,0.000183,0.124,0.17,119.515
Fisalida,Apostolos Rizos,Fisalida,0.713,0.332,-9.974,0.0294,0.674,0.0,0.0949,0.36,116.134
Ap' To Proto Vlemma Sou - Se Thelo,Apostolos Rizos,Ti Eides Pou Den Eida Ego?,0.59,0.782,-6.62,0.0317,0.0125,0.000212,0.0824,0.7,143.883
Heilia Skalopatia,Apostolos Rizos,Ti Eides Pou Den Eida Ego?,0.73,0.438,-8.825,0.0301,0.298,2.59e-05,0.0723,0.428,112.025
Gynaika Ton Gkremon,Apostolos Rizos,Ti Eides Pou Den Eida Ego?,0.531,0.555,-10.086,0.0408,0.237,0.000711,0.106,0.57,97.355
Vavylona,Apostolos Rizos,Ti Eides Pou Den Eida Ego?,0.31,0.34,-9.188,0.0289,0.228,0.0,0.167,0.126,49.988
Ton Okeanon Agapimeno,Apostolos Rizos,Ti Eides Pou Den Eida Ego?,0.539,0.245,-11.439,0.031,0.881,0.0153,0.106,0.139,119.963
Mi Fygeis,Apostolos Rizos,Ti Eides Pou Den Eida Ego?,0.789,0.481,-8.848,0.0295,0.122,0.000676,0.132,0.797,108.059
Pote Den Einai Arga,Apostolos Rizos,Ti Eides Pou Den Eida Ego?,0.632,0.492,-10.807,0.0318,0.0924,0.152,0.141,0.173,112.002
Polychromo Mpaloni,Apostolos Rizos,Ti Eides Pou Den Eida Ego?,0.607,0.421,-8.641,0.0282,0.164,2.53e-05,0.1,0.379,115.954
Septemvris,Apostolos Rizos,Ti Eides Pou Den Eida Ego?,0.635,0.36,-12.666,0.0285,0.66,5.38e-05,0.118,0.343,106.016
Min Kaneis Piso,Apostolos Rizos,Ti Eides Pou Den Eida Ego?,0.549,0.124,-15.249,0.0287,0.834,0.0726,0.111,0.0573,89.819
Tou Notou Oi Zygoi,Apostolos Rizos,Ti Eides Pou Den Eida Ego?,0.782,0.704,-7.803,0.0344,0.315,0.0,0.339,0.928,109.961
Lexi Lexi,Apostolos Rizos,Ti Eides Pou Den Eida Ego?,0.662,0.357,-14.128,0.0253,0.49,0.0115,0.0834,0.321,103.957
Kokkina Triantafylla,Apostolos Rizos,Ti Eides Pou Den Eida Ego?,0.473,0.107,-12.188,0.0334,0.942,0.0,0.1,0.146,93.52
Perasan Chronia,Apostolos Rizos,Ti Eides Pou Den Eida Ego?,0.781,0.307,-13.005,0.0414,0.174,0.175,0.104,0.659,96.007
Agapao Ti Vrohi,Arleta,Kai Pali Hairete!,0.703,0.326,-12.31,0.0344,0.7,3.54e-05,0.0725,0.338,131.967
Aggelos - Ihos Krystallinos,Arleta,Kai Pali Hairete!,0.602,0.202,-13.657,0.0491,0.86,1.43e-06,0.119,0.357,87.441
Chilia Kommatia,Arleta,Kai Pali Hairete!,0.734,0.344,-10.627,0.049,0.324,3.71e-06,0.12,0.567,112.029
Me Simadepses,Arleta,Kai Pali Hairete!,0.616,0.186,-15.048,0.0368,0.924,0.0529,0.136,0.192,115.896
Rapsyristiko,Arleta,Kai Pali Hairete!,0.481,0.378,-12.761,0.0373,0.562,0.00187,0.314,0.558,102.182
Exarcheia - Telos Epohis,Arleta,Kai Pali Hairete!,0.627,0.0957,-12.721,0.0397,0.943,0.0382,0.179,0.118,95.196
"Ah, Oraia Mou Patrida",Arleta,Kai Pali Hairete!,0.525,0.403,-10.055,0.0692,0.725,7.85e-06,0.057,0.712,101.626
"Ah, Kill Billy",Arleta,Kai Pali Hairete!,0.612,0.378,-11.133,0.121,0.538,0.000435,0.0609,0.617,75.821
Ego Den Eho Filous,Arleta,Kai Pali Hairete!,0.686,0.226,-13.02,0.0473,0.852,0.000245,0.121,0.446,123.532
Fthinoporo - Instrumental,Arleta,Kai Pali Hairete!,0.13,0.0394,-21.093,0.0426,0.966,0.812,0.101,0.0398,88.465
Mpar To Navagio,Arleta,Kai Pali Hairete!,0.801,0.632,-9.873,0.0328,0.059,0.00102,0.0682,0.876,116.013
Touti I Epohi,Arleta,Kai Pali Hairete!,0.589,0.291,-12.891,0.0371,0.734,0.000363,0.0798,0.557,144.121
Chorepse Mou,Arleta,Kai Pali Hairete!,0.852,0.353,-12.369,0.0854,0.65,0.0298,0.285,0.855,134.095
Batida De Coco,Arleta,Kai Pali Hairete!,0.816,0.571,-10.118,0.0369,0.409,0.00242,0.0655,0.968,139.942
Shizofreneia,Arleta,Kai Pali Hairete!,0.817,0.455,-10.556,0.0351,0.0479,0.00263,0.373,0.926,135.921
Mpempa,Arleta,Kai Pali Hairete!,0.869,0.42,-12.262,0.114,0.218,0.000804,0.0902,0.721,98.011
Tsifteteli Xidato,Arleta,Kai Pali Hairete!,0.868,0.309,-11.402,0.0623,0.455,0.00019,0.0747,0.771,128.015
Tsimentoupoli,Arleta,Kai Pali Hairete!,0.775,0.515,-12.118,0.0343,0.415,0.0128,0.209,0.659,118.974
Ta Isiha Vradia - To Tragoudi Tis Erimou,Arleta,Kai Pali Hairete!,0.633,0.16,-16.054,0.0406,0.862,0.02,0.0615,0.311,103.999
Klais,Arleta,Kai Pali Hairete!,0.751,0.288,-14.196,0.0475,0.832,0.00267,0.104,0.371,110.115
O Voutichtis - Nanourisma,Arleta,Kai Pali Hairete!,0.392,0.159,-17.458,0.0403,0.9,0.352,0.119,0.149,113.738
Stis Pikrodafnis Ton Antho,Arleta,Kai Pali Hairete!,0.744,0.201,-15.162,0.0385,0.909,0.0312,0.0858,0.347,111.991
Plaisir D' Amour,Arleta,Kai Pali Hairete!,0.465,0.169,-15.459,0.0327,0.969,0.193,0.106,0.325,132.268
Kontoula Lemonia,Arleta,Kai Pali Hairete!,0.441,0.339,-12.162,0.0332,0.886,0.00158,0.106,0.565,185.946
Ta Isiha Vradia - Instrumental,Arleta,Kai Pali Hairete!,0.755,0.247,-20.01,0.0601,0.8,0.853,0.109,0.334,104.077
Beba,Arleta,Ase Ta Krifa Krimmena,0.746,0.18,-22.125,0.0628,0.663,0.00808,0.114,0.721,95.781
Krivete,Arleta,Ase Ta Krifa Krimmena,0.59,0.171,-19.261,0.0344,0.832,0.000256,0.169,0.27,111.835
Ase Ta Krifa Krimena,Arleta,Ase Ta Krifa Krimmena,0.658,0.169,-15.282,0.0522,0.74,0.00196,0.134,0.266,121.77
Salomi,Arleta,Ase Ta Krifa Krimmena,0.624,0.267,-19.185,0.0531,0.638,0.0519,0.079,0.448,123.211
Aspromavra Tragoudia,Arleta,Ase Ta Krifa Krimmena,0.374,0.127,-19.059,0.041,0.863,1.32e-05,0.216,0.311,109.382
Galatsi,Arleta,Ase Ta Krifa Krimmena,0.555,0.159,-17.507,0.0353,0.797,1.42e-05,0.147,0.276,102.769
Nisi Mesa Stin Poli,Arleta,Ase Ta Krifa Krimmena,0.5,0.134,-19.841,0.041,0.899,0.0232,0.0972,0.449,138.201
Bar To Navagio,Arleta,Ase Ta Krifa Krimmena,0.838,0.263,-16.991,0.052,0.21,0.000607,0.136,0.458,113.587
Ego Ki Esi,Arleta,Ase Ta Krifa Krimmena,0.533,0.166,-21.302,0.0515,0.741,0.391,0.105,0.58,111.361
Ekdromi,Arleta,Ase Ta Krifa Krimmena,0.551,0.127,-20.22,0.0305,0.775,0.000432,0.467,0.322,108.435
Galatsi - Neapoli,Arleta,Ase Ta Krifa Krimmena,0.483,0.229,-17.336,0.0411,0.908,0.824,0.238,0.218,98.558
William George Allum,Arleta,I Serenata,0.496,0.183,-13.095,0.0414,0.948,0.000151,0.104,0.254,122.926
Sto Grafeio,Arleta,I Serenata,0.598,0.437,-12.483,0.0588,0.418,0.000687,0.17,0.336,116.92
Imerologio,Arleta,I Serenata,0.551,0.117,-17.303,0.0411,0.957,0.0212,0.102,0.0834,99.746
Black and White,Arleta,I Serenata,0.576,0.487,-10.229,0.0962,0.713,0.000146,0.125,0.264,137.507
Ora Selinis,Arleta,I Serenata,0.628,0.383,-9.981,0.0977,0.74,0.000126,0.171,0.595,92.184
Tragoudaki,Arleta,I Serenata,0.426,0.0618,-21.743,0.0519,0.961,6.95e-05,0.0849,0.161,87.809
Artesiano Frear,Arleta,I Serenata,0.534,0.337,-10.835,0.0539,0.379,0.00165,0.122,0.438,79.166
Erhetai Kryo,Arleta,I Serenata,0.592,0.37,-11.233,0.0339,0.722,0.585,0.115,0.639,81.578
I Serenata,Arleta,I Serenata,0.855,0.398,-10.072,0.0583,0.594,4.33e-06,0.136,0.888,116.139
Plateia Amerikis,Arleta,I Serenata,0.582,0.137,-17.365,0.052,0.782,0.483,0.119,0.334,108.413
Adeio Kyma,Arleta,I Serenata,0.495,0.0754,-14.388,0.0597,0.936,0.00191,0.106,0.108,203.216
O Gatos,Arleta,Ena Kapelo Me Tragoudia,0.485,0.262,-11.679,0.0319,0.891,0.00071,0.172,0.381,79.157
Paraskinio,Arleta,Ena Kapelo Me Tragoudia,0.432,0.294,-10.248,0.0386,0.839,7.59e-06,0.246,0.215,96.835
To Kalokairi,Arleta,Ena Kapelo Me Tragoudia,0.518,0.35,-10.52,0.0311,0.836,0.000321,0.108,0.395,153.429
Pos Toutos O Kairos,Arleta,Ena Kapelo Me Tragoudia,0.602,0.172,-14.015,0.103,0.883,3.17e-06,0.113,0.225,80.316
To Kafeneio,Arleta,Ena Kapelo Me Tragoudia,0.679,0.308,-9.258,0.0544,0.838,4.24e-06,0.0908,0.609,116.673
To Tragoudi Tis Drahmis,Arleta,Ena Kapelo Me Tragoudia,0.573,0.283,-11.047,0.035,0.882,2.4e-05,0.15,0.497,106.187
I Mpalanta Tou Parkou,Arleta,Ena Kapelo Me Tragoudia,0.549,0.31,-12.32,0.0308,0.839,5.18e-06,0.14,0.226,128.963
Kavourina,Arleta,Ena Kapelo Me Tragoudia,0.563,0.223,-13.086,0.0312,0.901,0.0666,0.101,0.223,110.105
O Lykos,Arleta,Ena Kapelo Me Tragoudia,0.594,0.386,-12.311,0.0351,0.811,0.00212,0.0961,0.684,89.942
Ena Ektrohiasmeno Treno,Arleta,Ena Kapelo Me Tragoudia,0.512,0.304,-13.152,0.0331,0.37,0.00523,0.181,0.243,122.503
Tsai Giasemiou,Arleta Nikoleta Tsapra,Tsai Giasemiou,0.782,0.373,-14.554,0.0576,0.811,5.17e-05,0.193,0.881,140.371
Aftomatos Tilefonitis,Arleta Nikoleta Tsapra,Tsai Giasemiou,0.46,0.086,-21.144,0.0504,0.938,0.00137,0.122,0.323,98.504
